date,team,opponent,goals_for,goals_against,result,competition
2026-01-24,Mexico,South Africa,3,2,W,World Cup Qualifier
2026-01-24,Qatar,France,0,3,L,Continental Championship
2026-01-24,New Zealand,Czech Republic,0,1,L,Continental Championship
2026-01-24,Scotland,Qatar,1,1,L,International Friendly
2026-01-24,South Korea,Jordan,3,3,D,Continental Championship
2026-01-24,Algeria,Cape Verde,1,1,D,Continental Championship
2026-01-24,South Korea,Croatia,2,3,L,World Cup Qualifier
2026-01-24,Paraguay,Scotland,0,2,L,International Friendly
2026-01-24,Panama,Norway,1,3,L,World Cup Qualifier
2026-01-25,France,Tunisia,1,0,W,World Cup Qualifier
2026-01-25,Cape Verde,Japan,1,0,W,International Friendly
2026-01-26,Cape Verde,Senegal,2,1,W,World Cup Qualifier
2026-01-26,Australia,Iran,0,1,L,International Friendly
2026-01-26,Paraguay,Iran,1,1,D,International Friendly
2026-01-27,Switzerland,Belgium,1,0,W,World Cup Qualifier
2026-01-27,Uruguay,Algeria,3,1,W,Continental Championship
2026-01-27,Jordan,Austria,0,0,D,World Cup Qualifier
2026-01-27,New Zealand,Egypt,1,1,D,World Cup Qualifier
2026-01-28,Brazil,Norway,2,1,W,Continental Championship
2026-01-28,Türkiye,United States,1,1,L,International Friendly
2026-01-28,Ecuador,Mexico,0,1,L,World Cup Qualifier
2026-01-28,Curaçao,Uzbekistan,0,1,L,Continental Championship
2026-01-29,Norway,Curaçao,3,0,W,International Friendly
2026-01-29,France,United States,0,3,L,Continental Championship
2026-01-29,Sweden,Türkiye,1,1,D,Continental Championship
2026-01-29,Netherlands,Ivory Coast,1,0,W,Continental Championship
2026-01-29,United States,Paraguay,1,3,L,World Cup Qualifier
2026-01-30,South Korea,Tunisia,3,0,W,World Cup Qualifier
2026-01-30,Croatia,Ivory Coast,1,2,W,International Friendly
2026-01-30,Qatar,Canada,1,0,W,Continental Championship
2026-01-31,Türkiye,Haiti,1,2,W,World Cup Qualifier
2026-01-31,Austria,Uruguay,2,1,W,Continental Championship
2026-01-31,France,Curaçao,1,0,W,World Cup Qualifier
2026-01-31,Tunisia,Paraguay,1,2,W,Continental Championship
2026-02-01,Brazil,Egypt,2,2,W,World Cup Qualifier
2026-02-02,Norway,Belgium,0,0,D,Continental Championship
2026-02-02,DR Congo,Uzbekistan,3,0,W,International Friendly
2026-02-03,Ecuador,Scotland,0,2,L,International Friendly
2026-02-03,Iran,Belgium,0,4,L,Continental Championship
2026-02-03,DR Congo,South Africa,2,2,D,World Cup Qualifier
2026-02-03,Australia,Scotland,2,0,W,Continental Championship
2026-02-03,Croatia,Colombia,1,1,D,International Friendly
2026-02-05,Switzerland,Cape Verde,1,0,W,World Cup Qualifier
2026-02-05,Algeria,Saudi Arabia,2,0,W,International Friendly
2026-02-05,Bosnia and Herzegovina,Netherlands,4,1,W,Continental Championship
2026-02-06,Netherlands,Australia,1,0,W,International Friendly
2026-02-06,South Korea,England,1,2,W,Continental Championship
2026-02-06,Belgium,Portugal,1,1,L,International Friendly
2026-02-06,Switzerland,Belgium,3,1,W,World Cup Qualifier
2026-02-07,Netherlands,Germany,1,1,L,Continental Championship
2026-02-07,DR Congo,Colombia,3,0,W,World Cup Qualifier
2026-02-07,Spain,Norway,2,0,W,International Friendly
2026-02-08,Morocco,South Korea,3,0,W,Continental Championship
2026-02-08,Austria,Ecuador,2,1,W,Continental Championship
2026-02-09,New Zealand,Paraguay,0,1,L,International Friendly
2026-02-09,Iraq,France,1,0,W,International Friendly
2026-02-09,Bosnia and Herzegovina,Senegal,1,2,L,Continental Championship
2026-02-10,Ecuador,Ghana,0,2,L,World Cup Qualifier
2026-02-10,Ecuador,Czech Republic,1,1,D,Continental Championship
2026-02-10,Haiti,Uruguay,2,1,W,International Friendly
2026-02-11,Curaçao,Ecuador,1,0,W,International Friendly
2026-02-11,Belgium,Austria,3,3,D,International Friendly
2026-02-11,Curaçao,Spain,0,1,L,International Friendly
2026-02-11,Mexico,Haiti,2,0,W,International Friendly
2026-02-11,Sweden,Argentina,1,0,W,International Friendly
2026-02-12,Iran,Iraq,3,0,W,International Friendly
2026-02-12,Egypt,Uzbekistan,1,2,L,World Cup Qualifier
2026-02-12,Ghana,Jordan,2,2,W,International Friendly
2026-02-12,Curaçao,Panama,1,1,D,Continental Championship
2026-02-12,Bosnia and Herzegovina,Curaçao,1,1,D,Continental Championship
2026-02-12,France,DR Congo,3,0,W,International Friendly
2026-02-13,Canada,Mexico,2,0,W,Continental Championship
2026-02-13,New Zealand,Ecuador,1,1,D,Continental Championship
2026-02-14,Paraguay,South Korea,2,0,W,Continental Championship
2026-02-15,Iran,Uruguay,0,2,L,International Friendly
2026-02-16,Paraguay,Scotland,3,0,W,Continental Championship
2026-02-16,New Zealand,Cape Verde,1,1,D,Continental Championship
2026-02-16,Czech Republic,Sweden,1,0,W,International Friendly
2026-02-17,New Zealand,Cape Verde,1,1,W,World Cup Qualifier
2026-02-17,Haiti,Tunisia,0,0,D,Continental Championship
2026-02-18,Egypt,Germany,1,1,D,Continental Championship
2026-02-18,Jordan,New Zealand,1,0,W,International Friendly
2026-02-19,Scotland,Egypt,2,0,W,World Cup Qualifier
2026-02-19,Portugal,Argentina,0,0,D,Continental Championship
2026-02-19,Cape Verde,Morocco,3,1,W,World Cup Qualifier
2026-02-19,Spain,Iraq,0,0,D,World Cup Qualifier
2026-02-19,Canada,Paraguay,1,1,L,International Friendly
2026-02-19,Panama,Cape Verde,4,0,W,Continental Championship
2026-02-20,England,Ivory Coast,2,1,W,International Friendly
2026-02-20,Netherlands,Iran,1,0,W,World Cup Qualifier
2026-02-20,Curaçao,Bosnia and Herzegovina,3,3,D,International Friendly
2026-02-20,Sweden,France,3,3,D,International Friendly
2026-02-21,Egypt,Algeria,0,0,D,World Cup Qualifier
2026-02-21,Argentina,Ghana,1,0,W,International Friendly
2026-02-21,Mexico,Tunisia,2,2,D,World Cup Qualifier
2026-02-21,Jordan,Spain,1,1,D,Continental Championship
2026-02-22,Morocco,Iraq,1,0,W,World Cup Qualifier
2026-02-23,Morocco,Mexico,1,0,W,World Cup Qualifier
2026-02-23,Japan,Qatar,1,1,W,Continental Championship
2026-02-23,Ivory Coast,Qatar,1,1,D,World Cup Qualifier
2026-02-23,Canada,Australia,2,1,W,Continental Championship
2026-02-24,Panama,Qatar,0,3,L,International Friendly
2026-02-24,Senegal,Austria,1,2,L,International Friendly
2026-02-25,Saudi Arabia,Germany,0,3,L,World Cup Qualifier
2026-02-26,Algeria,Bosnia and Herzegovina,1,1,W,International Friendly
2026-02-26,England,Canada,0,3,L,World Cup Qualifier
2026-02-27,Jordan,Japan,1,0,W,World Cup Qualifier
2026-02-27,Germany,Norway,0,2,L,World Cup Qualifier
2026-02-28,Japan,Spain,1,1,D,World Cup Qualifier
2026-03-01,South Africa,Scotland,3,1,W,World Cup Qualifier
2026-03-01,Colombia,Bosnia and Herzegovina,2,1,W,World Cup Qualifier
2026-03-01,Ecuador,Iraq,1,2,L,Continental Championship
2026-03-01,Austria,Belgium,1,2,L,International Friendly
2026-03-02,Bosnia and Herzegovina,Colombia,1,0,W,International Friendly
2026-03-02,South Korea,Portugal,0,3,L,World Cup Qualifier
2026-03-02,Cape Verde,Ghana,2,2,D,Continental Championship
2026-03-02,Austria,France,2,0,W,World Cup Qualifier
2026-03-02,Scotland,Norway,2,2,D,International Friendly
2026-03-03,Japan,France,1,1,D,International Friendly
2026-03-03,Japan,Ivory Coast,0,2,L,Continental Championship
2026-03-03,Saudi Arabia,Tunisia,0,0,D,International Friendly
2026-03-03,Jordan,Croatia,1,1,L,Continental Championship
2026-03-03,Australia,Argentina,3,2,W,Continental Championship
2026-03-03,Panama,Curaçao,1,1,D,Continental Championship
2026-03-05,Belgium,Panama,1,2,W,World Cup Qualifier
2026-03-05,Belgium,Saudi Arabia,2,2,D,International Friendly
2026-03-05,England,Haiti,4,0,W,World Cup Qualifier
2026-03-06,Bosnia and Herzegovina,Tunisia,1,1,D,World Cup Qualifier
2026-03-07,Netherlands,New Zealand,1,1,W,Continental Championship
2026-03-07,Brazil,Qatar,1,0,W,Continental Championship
2026-03-07,Netherlands,Tunisia,1,1,D,International Friendly
2026-03-07,New Zealand,South Korea,2,2,D,International Friendly
2026-03-07,Uzbekistan,Egypt,2,0,W,World Cup Qualifier
2026-03-08,Paraguay,Tunisia,2,0,W,World Cup Qualifier
2026-03-08,Bosnia and Herzegovina,Ecuador,2,1,W,International Friendly
2026-03-09,Cape Verde,Croatia,0,2,L,Continental Championship
2026-03-09,Tunisia,Curaçao,0,0,D,Continental Championship
2026-03-09,Austria,South Africa,2,2,D,World Cup Qualifier
2026-03-10,Colombia,Jordan,1,1,W,Continental Championship
2026-03-11,DR Congo,Panama,2,2,W,World Cup Qualifier
2026-03-11,Jordan,Morocco,1,2,L,Continental Championship
2026-03-11,Senegal,Iraq,2,1,W,World Cup Qualifier
2026-03-11,Qatar,Portugal,1,1,D,Continental Championship
2026-03-12,Japan,Spain,2,1,W,Continental Championship
2026-03-12,Portugal,Uruguay,1,0,W,World Cup Qualifier
2026-03-12,New Zealand,Japan,2,0,W,Continental Championship
2026-03-12,Bosnia and Herzegovina,Türkiye,3,0,W,Continental Championship
2026-03-12,Colombia,Qatar,2,2,W,World Cup Qualifier
2026-03-13,England,Austria,2,0,W,World Cup Qualifier
2026-03-13,Croatia,Colombia,2,2,W,World Cup Qualifier
2026-03-13,Ghana,Uzbekistan,1,1,D,International Friendly
2026-03-13,South Korea,Ecuador,2,0,W,International Friendly
2026-03-13,Uzbekistan,Sweden,1,3,L,World Cup Qualifier
2026-03-14,England,New Zealand,0,0,D,Continental Championship
2026-03-14,Mexico,Ivory Coast,1,1,D,World Cup Qualifier
2026-03-14,Switzerland,France,2,2,L,International Friendly
2026-03-14,Ecuador,DR Congo,1,1,D,Continental Championship
2026-03-15,Senegal,Belgium,3,0,W,Continental Championship
2026-03-15,Uzbekistan,Austria,3,0,W,Continental Championship
2026-03-15,Qatar,Panama,1,1,W,Continental Championship
2026-03-15,Australia,Saudi Arabia,1,0,W,Continental Championship
2026-03-16,Mexico,Switzerland,0,0,D,World Cup Qualifier
2026-03-17,Canada,Croatia,3,3,D,Continental Championship
2026-03-17,Ghana,Jordan,0,0,D,International Friendly
2026-03-17,Croatia,Morocco,2,0,W,World Cup Qualifier
2026-03-18,Germany,Colombia,1,1,W,International Friendly
2026-03-18,Japan,Germany,2,0,W,World Cup Qualifier
2026-03-18,Portugal,Qatar,2,1,W,World Cup Qualifier
2026-03-18,Algeria,Iran,3,0,W,International Friendly
2026-03-18,South Korea,Uruguay,2,2,L,International Friendly
2026-03-18,Norway,Brazil,3,0,W,Continental Championship
2026-03-18,Netherlands,Iran,0,0,D,Continental Championship
2026-03-18,Portugal,Germany,2,2,D,World Cup Qualifier
2026-03-18,Belgium,Panama,0,1,L,World Cup Qualifier
2026-03-19,South Africa,Haiti,3,1,W,International Friendly
2026-03-19,Canada,Algeria,0,3,L,World Cup Qualifier
2026-03-19,Austria,Cape Verde,0,0,D,World Cup Qualifier
2026-03-19,Senegal,Brazil,0,1,L,Continental Championship
2026-03-20,Germany,Uzbekistan,1,0,W,International Friendly
2026-03-20,Portugal,Norway,1,1,L,International Friendly
2026-03-20,Switzerland,DR Congo,2,1,L,Continental Championship
2026-03-21,Sweden,Colombia,0,0,D,International Friendly
2026-03-21,Belgium,England,1,0,W,International Friendly
2026-03-21,Norway,DR Congo,1,1,W,World Cup Qualifier
2026-03-21,Mexico,Australia,1,0,W,International Friendly
2026-03-22,Uzbekistan,Egypt,2,2,D,World Cup Qualifier
2026-03-22,Canada,Algeria,1,1,D,International Friendly
2026-03-23,Sweden,France,3,1,W,International Friendly
2026-03-24,Paraguay,DR Congo,1,0,W,Continental Championship
2026-03-24,Germany,Canada,3,0,W,International Friendly
2026-03-25,Czech Republic,Colombia,2,1,W,Continental Championship
2026-03-25,South Africa,Belgium,4,0,W,International Friendly
2026-03-25,Netherlands,Iran,2,0,W,Continental Championship
2026-03-26,South Korea,Netherlands,1,0,W,World Cup Qualifier
2026-03-26,Saudi Arabia,Bosnia and Herzegovina,0,0,D,International Friendly
2026-03-26,Portugal,Qatar,2,1,W,World Cup Qualifier
2026-03-27,Saudi Arabia,Norway,0,0,D,World Cup Qualifier
2026-03-27,England,Czech Republic,0,1,L,Continental Championship
2026-03-28,Paraguay,Saudi Arabia,0,0,D,Continental Championship
2026-03-28,Netherlands,Paraguay,4,0,W,International Friendly
2026-03-28,Qatar,United States,0,1,L,World Cup Qualifier
2026-03-29,Scotland,Uzbekistan,1,1,D,Continental Championship
2026-03-29,Paraguay,Australia,0,0,D,World Cup Qualifier
2026-03-29,Algeria,United States,2,1,W,Continental Championship
2026-03-29,Scotland,Egypt,1,2,L,Continental Championship
2026-03-29,England,Algeria,3,0,W,Continental Championship
2026-03-30,Uruguay,Germany,1,0,W,World Cup Qualifier
2026-03-30,Haiti,Portugal,0,3,L,Continental Championship
2026-03-30,Bosnia and Herzegovina,Belgium,0,0,D,World Cup Qualifier
2026-03-31,Uruguay,Japan,1,1,W,International Friendly
2026-03-31,South Korea,Netherlands,0,0,D,World Cup Qualifier
2026-03-31,South Korea,Qatar,1,0,W,Continental Championship
2026-03-31,Egypt,United States,1,3,L,World Cup Qualifier
2026-04-01,Saudi Arabia,Switzerland,1,2,L,Continental Championship
2026-04-01,Egypt,Croatia,1,3,L,Continental Championship
2026-04-01,Czech Republic,England,1,1,D,International Friendly
2026-04-02,Spain,Sweden,0,2,L,World Cup Qualifier
2026-04-02,Scotland,Panama,2,0,W,Continental Championship
2026-04-03,Qatar,France,0,3,L,International Friendly
2026-04-03,France,Scotland,1,1,W,International Friendly
2026-04-03,Curaçao,Senegal,3,0,W,World Cup Qualifier
2026-04-03,Uzbekistan,Morocco,0,0,D,Continental Championship
2026-04-05,Sweden,New Zealand,2,1,W,International Friendly
2026-04-05,Tunisia,Norway,0,0,D,World Cup Qualifier
2026-04-06,Jordan,Czech Republic,1,0,W,Continental Championship
2026-04-06,Ivory Coast,Algeria,2,1,W,Continental Championship
2026-04-07,Egypt,Paraguay,1,1,D,World Cup Qualifier
2026-04-07,Norway,DR Congo,1,1,L,World Cup Qualifier
2026-04-07,Uzbekistan,Australia,1,3,L,Continental Championship
2026-04-08,South Africa,New Zealand,0,0,D,Continental Championship
2026-04-08,Morocco,Canada,1,1,D,Continental Championship
2026-04-09,Uruguay,Saudi Arabia,3,1,W,World Cup Qualifier
2026-04-09,Ghana,Ivory Coast,1,1,D,International Friendly
2026-04-09,England,Brazil,2,2,D,Continental Championship
2026-04-10,Algeria,Ecuador,1,1,W,Continental Championship
2026-04-10,United States,Scotland,2,2,D,Continental Championship
2026-04-10,Czech Republic,Portugal,1,1,D,Continental Championship
2026-04-11,Switzerland,Czech Republic,1,1,D,World Cup Qualifier
2026-04-11,Belgium,Curaçao,1,1,D,Continental Championship
2026-04-11,Ghana,Iran,2,0,W,Continental Championship
2026-04-11,Uruguay,Qatar,2,2,W,Continental Championship
2026-04-12,United States,Brazil,1,3,L,World Cup Qualifier
2026-04-12,Türkiye,Germany,1,0,W,International Friendly
2026-04-12,Belgium,Scotland,1,1,L,Continental Championship
2026-04-13,South Africa,South Korea,2,1,W,World Cup Qualifier
2026-04-13,Algeria,New Zealand,2,1,L,Continental Championship
2026-04-13,Switzerland,Colombia,3,3,D,International Friendly
2026-04-14,Egypt,Sweden,1,1,D,Continental Championship
2026-04-14,Iran,Saudi Arabia,0,0,D,International Friendly
2026-04-14,Netherlands,Austria,2,0,W,Continental Championship
2026-04-14,Japan,Netherlands,1,1,D,International Friendly
2026-04-14,Iraq,Ghana,1,1,D,International Friendly
2026-04-15,United States,Spain,1,1,D,Continental Championship
2026-04-15,Ivory Coast,Scotland,0,3,L,International Friendly
2026-04-15,Brazil,Paraguay,3,0,W,World Cup Qualifier
2026-04-15,South Africa,Colombia,3,0,W,Continental Championship
2026-04-15,Scotland,Uruguay,3,2,W,World Cup Qualifier
2026-04-16,England,France,1,0,W,Continental Championship
2026-04-16,Argentina,Iran,2,0,W,Continental Championship
2026-04-17,Netherlands,United States,1,1,L,World Cup Qualifier
2026-04-18,Scotland,Bosnia and Herzegovina,1,1,L,Continental Championship
2026-04-18,France,Senegal,1,1,D,International Friendly
2026-04-18,Sweden,France,0,1,L,World Cup Qualifier
2026-04-18,Cape Verde,Colombia,1,3,L,International Friendly
2026-04-18,Canada,Iran,3,3,D,Continental Championship
2026-04-19,Panama,Curaçao,1,2,W,World Cup Qualifier
2026-04-19,Canada,New Zealand,0,2,L,International Friendly
2026-04-19,Brazil,Senegal,1,0,W,International Friendly
2026-04-19,Japan,Panama,1,2,W,International Friendly
2026-04-19,Tunisia,England,1,2,L,Continental Championship
2026-04-20,Ivory Coast,Austria,3,3,D,Continental Championship
2026-04-20,Argentina,Senegal,1,1,D,International Friendly
2026-04-20,Haiti,Norway,1,2,W,International Friendly
2026-04-21,Spain,Paraguay,2,0,W,International Friendly
2026-04-21,Curaçao,Ivory Coast,1,2,L,World Cup Qualifier
2026-04-22,DR Congo,Croatia,1,1,L,Continental Championship
2026-04-22,Iraq,Ecuador,1,2,W,World Cup Qualifier
2026-04-24,New Zealand,Sweden,2,0,W,International Friendly
2026-04-24,Portugal,DR Congo,1,1,D,World Cup Qualifier
2026-04-24,Tunisia,Curaçao,3,0,W,World Cup Qualifier
2026-04-25,Portugal,Uruguay,1,1,L,World Cup Qualifier
2026-04-25,Uzbekistan,United States,4,0,W,Continental Championship
2026-04-26,Croatia,Türkiye,3,0,W,International Friendly
2026-04-26,Paraguay,Netherlands,1,1,D,Continental Championship
2026-04-26,Jordan,Netherlands,2,1,W,World Cup Qualifier
2026-04-26,France,Paraguay,2,0,W,International Friendly
2026-04-26,Uzbekistan,Ecuador,0,0,D,International Friendly
2026-04-27,South Korea,Iran,1,0,W,Continental Championship
2026-04-27,Czech Republic,Portugal,1,1,D,International Friendly
2026-04-28,Mexico,Australia,0,0,D,World Cup Qualifier
2026-04-28,Mexico,Haiti,1,2,L,Continental Championship
2026-04-28,Brazil,France,0,1,L,International Friendly
2026-04-29,Ecuador,Mexico,1,1,D,International Friendly
2026-04-29,Australia,Türkiye,0,2,L,World Cup Qualifier
2026-04-29,Scotland,Tunisia,0,0,D,International Friendly
2026-04-29,DR Congo,Senegal,2,2,W,World Cup Qualifier
2026-04-30,Egypt,France,2,0,W,International Friendly
2026-04-30,Ghana,Senegal,0,0,D,World Cup Qualifier
2026-04-30,Jordan,United States,4,1,W,Continental Championship
2026-04-30,Iran,Canada,0,3,L,World Cup Qualifier
2026-04-30,Japan,Argentina,0,1,L,World Cup Qualifier
2026-05-01,England,Haiti,1,1,D,World Cup Qualifier
2026-05-01,England,France,2,2,W,World Cup Qualifier
2026-05-02,Brazil,Qatar,2,0,W,International Friendly
2026-05-02,Spain,Saudi Arabia,2,0,W,International Friendly
2026-05-02,Bosnia and Herzegovina,Austria,2,2,W,International Friendly
2026-05-03,Uruguay,Egypt,1,1,D,International Friendly
2026-05-03,Colombia,Canada,3,0,W,International Friendly
2026-05-03,Switzerland,Australia,3,1,W,Continental Championship
2026-05-03,Ecuador,Sweden,2,0,W,Continental Championship
2026-05-03,Ecuador,Jordan,0,3,L,Continental Championship
2026-05-03,Senegal,Ecuador,3,1,W,International Friendly
2026-05-03,Panama,Scotland,1,2,W,Continental Championship
2026-05-04,Türkiye,Iran,0,0,D,International Friendly
2026-05-04,Egypt,Panama,1,0,W,Continental Championship
2026-05-04,Qatar,Canada,1,1,L,International Friendly
2026-05-04,Haiti,Iran,0,3,L,World Cup Qualifier
2026-05-05,Qatar,Saudi Arabia,1,1,L,Continental Championship
2026-05-05,Canada,Scotland,1,2,W,World Cup Qualifier
2026-05-05,Netherlands,Cape Verde,1,1,W,World Cup Qualifier
2026-05-06,United States,Mexico,1,1,D,Continental Championship
2026-05-06,Australia,Bosnia and Herzegovina,1,1,D,Continental Championship
2026-05-06,Haiti,Brazil,0,0,D,International Friendly
2026-05-06,Norway,Austria,0,0,D,Continental Championship
2026-05-07,Ghana,Egypt,3,0,W,Continental Championship
2026-05-07,Argentina,Scotland,0,0,D,Continental Championship
2026-05-07,France,Bosnia and Herzegovina,1,0,W,World Cup Qualifier
2026-05-07,Norway,Panama,1,1,D,Continental Championship
2026-05-08,Croatia,France,0,0,D,World Cup Qualifier
2026-05-09,Ivory Coast,Switzerland,3,0,W,Continental Championship
2026-05-09,Curaçao,Japan,1,1,D,World Cup Qualifier
2026-05-09,Saudi Arabia,Senegal,2,2,L,Continental Championship
2026-05-09,Japan,Canada,2,0,W,Continental Championship
2026-05-10,Uzbekistan,DR Congo,1,1,L,International Friendly
2026-05-10,Australia,Ivory Coast,1,1,L,World Cup Qualifier
2026-05-10,Brazil,Ghana,3,3,D,World Cup Qualifier
2026-05-10,Qatar,Panama,3,0,W,International Friendly
2026-05-10,Norway,Uzbekistan,1,1,D,International Friendly
2026-05-11,Saudi Arabia,United States,0,0,D,Continental Championship
2026-05-11,Saudi Arabia,Iraq,0,2,L,International Friendly
2026-05-11,Paraguay,Ghana,2,2,W,World Cup Qualifier
2026-05-11,Haiti,Paraguay,2,1,W,International Friendly
2026-05-12,Austria,Spain,2,1,W,Continental Championship
2026-05-12,Morocco,Argentina,0,0,D,Continental Championship
2026-05-14,Ecuador,Belgium,1,0,W,International Friendly
2026-05-14,Saudi Arabia,England,1,1,D,International Friendly
2026-05-15,Belgium,Panama,1,2,L,International Friendly
2026-05-15,Austria,Saudi Arabia,0,1,L,International Friendly
2026-05-15,Algeria,Curaçao,1,0,W,World Cup Qualifier
2026-05-16,Paraguay,Iraq,0,3,L,International Friendly
2026-05-17,Australia,Uruguay,1,1,D,World Cup Qualifier
2026-05-17,Qatar,Tunisia,0,3,L,International Friendly
2026-05-17,Croatia,Scotland,2,4,L,World Cup Qualifier
2026-05-18,Ghana,Saudi Arabia,2,0,W,World Cup Qualifier
2026-05-18,Canada,Paraguay,1,3,L,World Cup Qualifier
2026-05-18,Curaçao,New Zealand,0,0,D,Continental Championship
2026-05-18,Czech Republic,Belgium,2,0,W,International Friendly
2026-05-18,Jordan,Qatar,1,1,D,Continental Championship
2026-05-19,Qatar,Saudi Arabia,3,1,W,International Friendly
2026-05-19,Paraguay,Czech Republic,1,1,D,World Cup Qualifier
2026-05-19,Argentina,Croatia,4,2,W,World Cup Qualifier
2026-05-19,Norway,Japan,1,1,W,International Friendly
2026-05-19,Tunisia,Brazil,0,3,L,International Friendly
2026-05-20,South Korea,England,1,1,L,International Friendly
2026-05-20,New Zealand,Tunisia,1,0,W,World Cup Qualifier
2026-05-20,Qatar,South Korea,0,2,L,International Friendly
2026-05-20,Türkiye,Croatia,0,0,D,World Cup Qualifier
2026-05-20,Switzerland,Netherlands,2,2,D,World Cup Qualifier
2026-05-20,South Korea,Australia,1,1,D,World Cup Qualifier
2026-05-20,Czech Republic,Ivory Coast,0,0,D,Continental Championship
2026-05-20,South Africa,Cape Verde,1,1,D,World Cup Qualifier
2026-05-21,New Zealand,Uzbekistan,0,2,L,International Friendly
2026-05-21,Senegal,Scotland,0,1,L,International Friendly
2026-05-21,Morocco,Sweden,2,3,L,International Friendly
2026-05-21,Brazil,Algeria,1,0,W,International Friendly
2026-05-21,Tunisia,Austria,1,2,W,Continental Championship
2026-05-21,South Africa,Curaçao,2,0,W,World Cup Qualifier
2026-05-22,Scotland,Germany,1,1,D,Continental Championship
2026-05-23,Ecuador,Ghana,1,1,L,World Cup Qualifier
2026-05-23,Uruguay,Spain,0,0,D,International Friendly
2026-05-23,Czech Republic,Netherlands,1,2,L,World Cup Qualifier
2026-05-23,Qatar,Norway,0,4,L,International Friendly
2026-05-24,France,South Africa,1,1,L,World Cup Qualifier
2026-05-24,Türkiye,Uruguay,0,4,L,International Friendly
2026-05-24,Brazil,Mexico,2,2,W,World Cup Qualifier
2026-05-24,Belgium,France,4,0,W,International Friendly
2026-05-25,Ecuador,Uruguay,1,1,D,World Cup Qualifier
2026-05-25,Panama,Algeria,0,2,L,International Friendly
2026-05-26,Senegal,Czech Republic,2,2,W,World Cup Qualifier
2026-05-26,Qatar,Norway,1,0,W,World Cup Qualifier
2026-05-27,DR Congo,Austria,0,2,L,World Cup Qualifier
2026-05-27,Austria,Switzerland,3,2,W,World Cup Qualifier
2026-05-27,Portugal,Colombia,0,0,D,International Friendly
2026-05-27,Iran,Netherlands,1,2,L,World Cup Qualifier
2026-05-28,South Africa,Ecuador,3,1,W,International Friendly
2026-05-28,Portugal,Australia,3,0,W,World Cup Qualifier
2026-05-28,South Africa,Colombia,1,1,D,World Cup Qualifier
2026-05-28,France,Spain,2,0,W,Continental Championship
2026-05-28,Tunisia,Mexico,1,4,L,World Cup Qualifier
2026-05-28,Uzbekistan,South Korea,0,1,L,International Friendly
2026-05-28,DR Congo,Morocco,3,1,W,International Friendly
2026-05-28,New Zealand,Ivory Coast,1,1,D,World Cup Qualifier
2026-05-28,Saudi Arabia,South Africa,1,1,W,International Friendly
2026-05-29,United States,Paraguay,3,0,W,Continental Championship
2026-05-29,Mexico,Iran,0,0,D,World Cup Qualifier
2026-05-30,Iraq,Morocco,3,0,W,Continental Championship
2026-05-30,Curaçao,South Korea,0,0,D,World Cup Qualifier
2026-05-30,Ecuador,Norway,1,1,D,International Friendly
2026-05-30,Netherlands,Uzbekistan,1,2,W,International Friendly
2026-05-31,South Korea,France,1,1,D,International Friendly
2026-05-31,Senegal,Sweden,0,1,L,International Friendly
2026-05-31,Austria,Bosnia and Herzegovina,1,0,W,World Cup Qualifier
2026-05-31,Panama,Iran,1,0,W,International Friendly
2026-06-01,Curaçao,Sweden,0,2,L,International Friendly
2026-06-01,Senegal,Germany,0,1,L,Continental Championship
2026-06-02,South Africa,Iran,1,2,L,International Friendly
2026-06-02,Paraguay,Portugal,0,4,L,World Cup Qualifier
2026-06-02,Iraq,Tunisia,1,1,D,World Cup Qualifier
2026-06-02,Croatia,Qatar,0,2,L,World Cup Qualifier
2026-06-02,Brazil,Japan,0,0,D,World Cup Qualifier
2026-06-02,Croatia,Austria,2,1,W,Continental Championship
2026-06-03,Netherlands,Switzerland,3,2,W,International Friendly
2026-06-03,Netherlands,Croatia,3,0,W,World Cup Qualifier
2026-06-03,Türkiye,Ecuador,2,2,L,Continental Championship
2026-06-03,Japan,Canada,1,1,W,International Friendly
2026-06-04,France,Iran,3,3,D,International Friendly
2026-06-04,Ecuador,Ghana,1,3,L,World Cup Qualifier
